Nome,SKU,descrizione,pressione,SDR,categoria,IMMAGINI,SCHEDA DATI,INFO TECNICHE
,517,,,,icoaq|icoap,,,
,522,,,,icoaq|icoap,,,
,223,,,,icoaq|icoap|icoae,,,
,054,,,,icoaq|icoap|icoi|icoae,,,
,005,,,,icog|icoaq|icoap|icoi|icoae,,,
,087,,,,icog|icoaq|icoap,,,
,105,,,,icoir,,,
,109,,,,icoir,,,
,111,,,,icoir,,,
,084,,,,icoae,,,
,116,,,,icoae,,,
,322,,,,icoer,,,
,115,,,,icof,,,
,205,,,,icof,,,
,001,,,,icog|icoaq|icoap,,,
,005,,,,icog|icoaq|icoap|icoi|icoae,,,
,009,,,,icoaq|icoap|icoi|icoae,,,
,011,,,,icog,,,
,054,,,,icoaq|icoap|icoi|icoae,,,
,084,,,,icoae,,,
,087,,,,icog|icoaq|icoap,,,
,105,,,,icoir,,,
,109,,,,icoir,,,
,111,,,,icoir,,,
,114,,,,icof,,,
,116,,,,icoae,,,
,138,,,,icog,,,
,170,,,,icoaq|icoi|icoap|icog,,,
,205,,,,icof,,,
,217,,,,icoaq|icoap|icoi,,,
,223,,,,icoaq|icoap|icoae,,,
,517,,,,icoaq|icoap,,,
,522,,,,icoaq|icoap,,,
,311,,,,icoer,,,
,Mostrando,,,,,,,
PE/ACERO CURVO  CON TERMINAL ROSCADO,002,"Racor de transición PE/acero curvo con terminal roscado. Realizado por medio de moldeo por inyección, se emplea para la conexión de varios materiales (uno de los cuales debe ser polietileno) en instalaciones de tuberías para el transporte de gascombustible.",MOP 5 bar,S5 (SDR11),icog,https://www.macplastsrl.it/2221-thickbox_default/pe-acero-curvo-con-terminal-roscado.jpg|https://www.macplastsrl.it/2222-thickbox_default/pe-acero-curvo-con-terminal-roscado.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco de acero al carbono según ISO 3183/API 5L revestido externamente con triple capa de LDPE amarillo clase R3R según DIN30670.   </li><li>Codo en polietileno alta densidad PE100, virgen de color negro.     </li><li>O-ring en NBR 70 Sh.A certificado gas yagua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>UNI EN 1555-3 (KIWA KIP-095784)</li>
<li>UNI EN ISO 15494 (KIWA KIP-095785)</li>
<li>DVGW G5600-1 (DW-7521CR0259)</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión metal/PE conforme con la UNI 9736, de paso total y aislada de infiltraciones externas. </li><li>Ensayado con pruebas a presión según ISO 1167 y otras especificaciones de ensayo MACPLAST.  </li><li>Hace de junta dieléctrica según la UNI 7129 por estar revestido en triple capa. </li><li>Dimensional  polietileno según UNI EN 1555-3, espesor estándar SDR11. </li><li>Dimensional metal según ISO 3183.  </li><li>Terminal  roscado macho cónico según UNI EN 10226 (exISO7/1). </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Provisto de o-ring de seguridad interno.     </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>A pedido roscados NPT.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 15494</li>
<li>UNI EN 10226-1</li>
</ul></div>"
PE/ACERO CON TERMINAL EN FORMA DE TEE PARA TOMAS EN CARGA – PRESIÓN MEDIA,070,"Racor de transición PE/acero con terminala TEE para tomas en carga. Realizado pormedio de moldeo por inyección, se empleaen instalaciones de gas con media presión para conductos de IV especie (hasta 5 bar).",MOP 5 bar,S5 (SDR11),icog,https://www.macplastsrl.it/2269-thickbox_default/pe-acero-con-terminal-en-forma-de-tee-para-tomas-en-carga-presin-media.jpg|https://www.macplastsrl.it/2270-thickbox_default/pe-acero-con-terminal-en-forma-de-tee-para-tomas-en-carga-presin-media.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco en acero al carbono según ISO 3183/API 5L crudo.     </li><li>Codo en polietileno alta densidad PE100, virgen de color negro.     </li><li>O-ring en NBR 70 Sh.A certificado gas yagua potable (DVGW).  </li><li>Manguito roscado en acero ASTM A105.   </li><li>Tapón de cierre de acero ASTM A105 con doble o-ring de estanqueidad en VITON.</li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión metal/PE conforme con la UNI 9736, de paso total y aislada de infiltraciones externas. </li><li>Ensayado con pruebas a presión según ISO 1167 y otras especificaciones de ensayo MACPLAST.  </li><li>Conexión de entrada y salida a soldar.  </li><li>Dimensional  polietileno según UNI EN 1555-3, espesor estándar SDR11. </li><li>Dimensional metal según ISO 3183.  </li><li>Terminal  a TEE para tomas en carga M.P.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Provisto de o-ring de seguridad interno.     </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 15494</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
PE/COBRE RECTO,128,"Racor de transición PE/cobre terminal a saldar. Realizado por medio de moldeo por inyección, se emplea para la conexión de varios materiales (uno de los cuales debeser polietileno) en instalaciones de tuberías para el transporte de gas combustible. Se aconseja también el uso eninstalaciones de agua y sobre todo agua potable para su función antibactérica.",,,icog|icoaq|icoap,https://www.macplastsrl.it/2354-thickbox_default/pe-cobre-recto.jpg|https://www.macplastsrl.it/2355-thickbox_default/pe-cobre-recto.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco de cobre según UNI EN 1057, aleación de cobre CU-DHP CW024A según UNI 5649.    </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión de paso total aislada de infiltraciones externas conforme con la UNI 9736.  </li><li>Ensayo a presión según ISO 1167.    </li><li>Dimensional  polietileno según UNI EN 1555-3, espesor estándar SDR11. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 15494</li>
</ul></div>"
PE/ACERO CURVO  CON TERMINAL ROSCADO - MEDIDAS A PETICI,133,"Raccor de transición PE/acciaio curvo conterminal roscado (versión personalizabledel art.002). Realizado por medio de moldeo por inyección, se emplea para la conexión de varios materiales (uno de los cuales debe ser polietileno) en instalaciones de tuberías para el transporte de gas combustible.",MOP 5 bar,S5 (SDR11),icog,https://www.macplastsrl.it/2384-thickbox_default/pe-acero-curvo-con-terminal-roscado-medidas-a-petici.jpg|https://www.macplastsrl.it/2385-thickbox_default/pe-acero-curvo-con-terminal-roscado-medidas-a-petici.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco de acero al carbono según ISO 3183/API 5L revestido externamente con triple capa de LDPE amarillo clase R3R según DIN30670.   </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li><li>O-ring en NBR 70 Sh.A certificado gas yagua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>UNI EN 1555-3 (KIWA KIP-095784)</li>
<li>UNI EN ISO 15494 (KIWA KIP-095785)</li>
<li>DVGW G5600-1 (DW-7521CR0259)</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión metal/PE conforme con la UNI 9736, de paso total y aislada de infiltraciones externas. </li><li>Ensayado con pruebas a presión según ISO 1167 y otras especificaciones de ensayo MACPLAST.  </li><li>Hace de junta dieléctrica según la UNI 7129 por estar revestido en triple capa. </li><li>Dimensional  polietileno según UNI EN 1555-3, espesor estándar SDR11. </li><li>Dimensional metal según ISO 3183.  </li><li>Terminal  roscado macho cónico según UNI EN 10226 (exISO7/1). </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Provisto de o-ring de seguridad interno.     </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>A pedido roscados NPT.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 15494</li>
<li>UNI EN 10226-1</li>
</ul></div>"
PE/ACERO RECTO  CON TERMINAL ROSCADO (B=1000),004,"Racor de transición PE/acero con terminalroscado (versión 1 metro del art.001). Realizado por medio de moldeo por inyección, se emplea para la conexión de varios materiales (uno de los cuales debe ser polietileno) en instalaciones de tuberías para el transporte de gas combustible.",MOP 5 bar,S5 (SDR11),icog,https://www.macplastsrl.it/2226-thickbox_default/pe-acero-recto-con-terminal-roscado-b1000.jpg|https://www.macplastsrl.it/2227-thickbox_default/pe-acero-recto-con-terminal-roscado-b1000.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco de acero al carbono según ISO 3183/API 5L revestido externamente con triple capa de LDPE amarillo clase R3R según DIN30670.   </li><li>Codo en polietileno alta densidad PE100, virgen de color negro.     </li><li>O-ring en NBR 70 Sh.A certificado gas yagua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>UNI EN 1555-3 (KIWA KIP-095784)</li>
<li>UNI EN ISO 15494 (KIWA KIP-095785)</li>
<li>DVGW G5600-1 (DW-7521CR0259)</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión metal/PE conforme con la UNI 9736, de paso total y aislada de infiltraciones externas. </li><li>Ensayado con pruebas a presión según ISO 1167 y otras especificaciones de ensayo MACPLAST.  </li><li>Hace de junta dieléctrica según la UNI 7129 por estar revestido en triple capa. </li><li>Dimensional  polietileno según UNI EN 1555-3, espesor estándar SDR11. </li><li>Dimensional metal según ISO 3183.  </li><li>Terminal  roscado macho cónico según UNI EN 10226 (exISO7/1). </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Provisto de o-ring de seguridad interno.     </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>A pedido roscados NPT.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 15494</li>
<li>UNI EN 10226-1</li>
</ul></div>"
PE/ACERO RECTO  CON TERMINAL ROSCADO  (A=300),310,"Racor de transición PE/acero con terminalroscado (versión con mango 300 mm del 'art.001). Realizado por medio de moldeo por inyección, se emplea para la conexión de varios materiales (uno de los cuales debe ser polietileno) en instalaciones de tuberías para el transporte de gas combustible.",MOP 5 bar,S5 (SDR11),icog,https://www.macplastsrl.it/2516-thickbox_default/pe-acero-recto-con-terminal-roscado-a300.jpg|https://www.macplastsrl.it/2517-thickbox_default/pe-acero-recto-con-terminal-roscado-a300.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco de acero al carbono según ISO 3183/API 5L revestido externamente con triple capa de LDPE amarillo clase R3R según DIN30670.   </li><li>Codo en polietileno alta densidad PE100, virgen de color negro.     </li><li>O-ring en NBR 70 Sh.A certificado gas yagua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
<li>UNI EN 1555-3 (KIWA KIP-095784)</li>
<li>UNI EN ISO 15494 (KIWA KIP-095785)</li>
<li>DVGW G5600-1 (DW-7521CR0259)</li>
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión metal/PE conforme con la UNI 9736, de paso total y aislada de infiltraciones externas. </li><li>Ensayado con pruebas a presión según ISO 1167 y otras especificaciones de ensayo MACPLAST.  </li><li>Hace de junta dieléctrica según la UNI 7129 por estar revestido en triple capa. </li><li>Dimensional  polietileno según UNI EN 1555-3, espesor estándar SDR11. </li><li>Dimensional metal según ISO 3183.  </li><li>Terminal  roscado macho cónico según UNI EN 10226 (exISO7/1). </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Provisto de o-ring de seguridad interno.     </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>A pedido roscados NPT.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 15494</li>
<li>UNI EN 10226-1</li>
</ul></div>"
TERMINAL EN FORMA DE TEE  PARA TOMAS EN CARGA – PRESIÓN MEDIA,138,Terminal a TEE para tomas en carga. Se emplea en instalaciones de gas con media presión para conductos de IV especie (hasta 5 bar).,MOP 5 bar,,icog,https://www.macplastsrl.it/2402-thickbox_default/terminal-en-forma-de-tee-para-tomas-en-carga-presin-media.jpg|https://www.macplastsrl.it/2403-thickbox_default/terminal-en-forma-de-tee-para-tomas-en-carga-presin-media.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco en acero al carbono según ISO 3183/API 5L crudo.     </li><li>Manguito roscado en acero ASTM A105.      </li><li>Tapón de cierre de acero ASTM A105 con doble o-ring de estanqueidad en VITON.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Conexión de entrada y salida a soldar.   </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
TERMINAL EN FORMA DE TEE PARA TOMAS EN CARGA – PRESIÓN BAJA,139,"Terminal a TEE para tomas en carga. Se emplea en instalaciones de gas con baja presión para conductos de VI y VII especie(hasta 0,5 bar).","MOP 0,5 bar",,icog,https://www.macplastsrl.it/2404-thickbox_default/terminal-en-forma-de-tee-para-tomas-en-carga-presin-baja.jpg|https://www.macplastsrl.it/2405-thickbox_default/terminal-en-forma-de-tee-para-tomas-en-carga-presin-baja.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tronco en acero al carbono según ISO 3183/API 5L crudo.     </li><li>Manguito roscado en acero ASTM A105.      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Conexión de entrada y salida a soldar.   </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN ISO 228-1</li>
</ul></div>"
SIFÓN RECOGEDOR DE CONDENSACIÓN EN HPED,011,Accesorio para instalaciones de gas a bajapresión. Se emplea para la recolección de líquidos de condensación que pueden crearse en el interior de la instalación. Provisto de depósito de gran capacidad y de racor roscado para la purga.,"MOP 0,5 bar",S5 (SDR11),icog,https://www.macplastsrl.it/2242-thickbox_default/sifn-recogedor-de-condensacin-en-hped.jpg|https://www.macplastsrl.it/2243-thickbox_default/sifn-recogedor-de-condensacin-en-hped.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Racor a tee y tubo en polietileno de alta densidad PE100.     </li><li>Casquetes de cierre en PE/HWU      </li><li>Racor de calado en latón CW612N según UNI EN 12168.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Más información</h5>
<div class=""rte""><ul><li>Previo pedido TEE de SDR17. Racor de recogida disponible también en ECOBRASS CW510L-USA.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 1555-3</li>
<li>ISO 4437-3</li>
<li>UNI EN 10226-1</li>
</ul></div>"
Válvula de bola en PEAD 1/4 de giro,013,Válvula de intreceptación de flujo en conductos de gas. Realizada completamente en PE de alta densidad para la regulación del flujo o para el cierre o la apertura.,MOP 10 bar,S5 (SDR11),icog,https://www.macplastsrl.it/2244-thickbox_default/vlvula-de-bola-en-pead-1-4-de-giro.jpg|https://www.macplastsrl.it/2245-thickbox_default/vlvula-de-bola-en-pead-1-4-de-giro.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Polietileno de alta densidad PE100      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
Varilla de maniobra para válvulas de bol con protección externa y tapón.,014,"Extensión de mando para el control a distancia de las válvulas de bola en PEAD.Realizadas enteramente en materiales plásticos, son muy resistentes a los agentes atmosféricos incluso gracias a la protección externa provista de tapón en dotación.",,,icog,https://www.macplastsrl.it/2246-thickbox_default/varilla-de-maniobra-para-vlvulas-de-bol-con-proteccin-externa-y-tapn.jpg|https://www.macplastsrl.it/2247-thickbox_default/varilla-de-maniobra-para-vlvulas-de-bol-con-proteccin-externa-y-tapn.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Varilla hexagonal en polietileno de alta densidad PE100.     </li><li>Mando de maniobra en PP-GF30.      </li><li>Tubo externo de protección en PVC.   </li><li>Tapón de protección en polietileno de baja densidad.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Gracias al extremo de copa se adapta también a las válvulas DE32/40/50. Provisto de discos de refuerzo intermedios para válvulas sobre el  DE125.</li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>A pedido altura personalizada 250/1500 mm. Mando de maniobra deformado22-28 H50mm.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
Varilla de maniobra para válvulas de bol con protección externa telescópica y ta,142,"Extensión de mando para el control a distancia de las válvulas de bola en PEAD.Realizadas enteramente en materiales plásticos, son muy resistentes a los agentes atmosféricos incluso gracias a la protección externa provista de tapón en dotación.",,,icog,https://www.macplastsrl.it/2408-thickbox_default/varilla-de-maniobra-para-vlvulas-de-bol-con-proteccin-externa-telescpica-y-ta.jpg|https://www.macplastsrl.it/2409-thickbox_default/varilla-de-maniobra-para-vlvulas-de-bol-con-proteccin-externa-telescpica-y-ta.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Varilla hexagonal en polietileno de alta densidad PE100.     </li><li>Mando de maniobra en PP-GF30.      </li><li>Tubo externo de protección en PVC.   </li><li>Tapón de protección en polietileno de baja densidad.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Gracias al extremo de copa se adapta también a las válvulas DE32/40/50. Provisto de discos de refuerzo intermedios para válvulas sobre el  DE125.</li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>A pedido altura personalizada 250/1500 mm. Mando de maniobra deformado 22-28 H50 mm.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
